"ID","ID_cuarto","ID_cuarto_opcion","lprecio","precio","vistaalmar","superficie","capacidad","aire_ac","wifi","balcon","terraza","pueblo","tv","alberca","estacionamiento","gimnasio","bar"
216,0,1,7.50218629837036,1812,0,38,2,1,1,1,0,1,1,1,1,1,1
216,0,2,7.29165601730347,1468,0,38,1,1,1,1,0,1,1,1,1,1,1
216,0,3,7.39694881439209,1631,0,38,1,1,1,1,0,1,1,1,1,1,1
218,0,1,7.08002662658691,1188,0,20,2,1,1,1,1,1,1,0,1,0,0
218,1,1,6.96224355697632,1056,0,45,2,1,1,1,0,1,1,0,1,0,0
218,2,1,7.36770868301392,1584,0,30,2,1,1,1,1,1,1,0,1,0,0
226,0,1,6.81014251708984,907,0,20,2,1,1,0,0,1,0,1,1,0,0
226,1,1,7.60389804840088,2006,0,20,2,1,1,0,0,1,0,1,1,0,0
226,1,2,7.82684230804443,2507,0,20,3,1,1,0,0,1,0,1,1,0,0
226,1,3,8.00903034210205,3008,0,20,4,1,1,0,0,1,0,1,1,0,0
226,1,4,7.55223751068115,1905,0,20,2,1,1,0,0,1,0,1,1,0,0
236,0,1,6.61606502532959,747,0,30,2,1,1,0,0,1,0,0,0,0,0
239,0,1,7.68616247177124,2178,0,35,2,1,0,1,1,1,0,1,1,0,1
249,0,1,7.11882638931274,1235,0,30,2,1,1,1,1,1,0,1,0,0,0
250,0,1,6.32972097396851,561,0,25,2,1,0,1,1,1,0,0,1,0,0
250,1,1,6.95177221298218,1045,0,25,2,0,0,1,0,1,0,0,1,0,0
250,1,2,6.66440916061401,784,0,25,1,0,0,1,0,1,0,0,1,0,0
254,1,1,8.76950740814209,6435,0,42,2,1,1,0,1,1,0,1,0,0,1
259,0,1,7.52886915206909,1861,0,90,3,1,1,0,1,1,1,1,1,0,0
259,0,2,7.62997579574585,2059,0,90,4,1,1,0,1,1,1,1,1,0,0
259,0,3,7.72179174423218,2257,0,90,1,1,1,0,1,1,1,1,1,0,0
270,0,1,6.77764654159546,878,0,25,2,1,1,0,0,1,0,0,1,0,0
270,1,1,7.23993253707886,1394,0,30,2,1,1,0,0,1,1,0,1,0,0
270,1,2,7.30047273635864,1481,0,30,3,1,1,0,0,1,1,0,1,0,0
270,1,3,7.35755634307861,1568,0,30,4,1,1,0,0,1,1,0,1,0,0
270,1,4,7.13409376144409,1254,0,30,2,1,1,0,0,1,1,0,1,0,0
274,0,1,7.79564666748047,2430,0,72,3,1,0,1,1,1,1,1,1,0,0
274,0,2,7.90137720108032,2701,0,72,4,1,0,1,1,1,1,1,1,0,0
274,0,3,7.67786359786987,2160,0,72,1,1,0,1,1,1,1,1,1,0,0
274,0,4,7.63336944580078,2066,0,72,2,1,0,1,1,1,1,1,1,0,0
274,0,5,7.69028615951538,2187,0,72,3,1,0,1,1,1,1,1,1,0,0
274,0,6,7.79564666748047,2430,0,72,4,1,0,1,1,1,1,1,1,0,0
274,0,7,7.57250308990479,1944,0,72,1,1,0,1,1,1,1,1,1,0,0
281,0,1,7.70255613327026,2214,0,40,3,1,1,1,0,1,1,1,0,0,0
281,0,2,7.84893369674683,2563,0,40,4,1,1,1,0,1,1,1,0,0,0
281,0,3,7.97625207901001,2911,0,40,1,1,1,1,0,1,1,1,0,0,0
281,0,4,8.08948230743408,3260,0,40,1,1,1,1,0,1,1,1,0,0,0
287,0,1,6.64118194580078,766,0,16,3,1,1,0,0,1,0,0,1,0,0
287,0,2,6.71780490875244,827,0,16,4,1,1,0,0,1,0,0,1,0,0
289,0,1,8.36100673675537,4277,0,200,1,1,1,1,1,1,1,1,1,0,0
289,0,2,8.46632099151611,4752,0,200,1,1,1,1,1,1,1,1,1,0,0
291,1,1,7.75576734542847,2335,0,41,2,1,1,1,0,1,1,1,1,0,0
291,1,2,8.25660705566406,3853,0,41,3,1,1,1,0,1,1,1,1,0,0
306,0,1,8.00636768341064,3000,0,50,4,1,1,0,1,1,1,1,1,0,0
309,0,1,7.54802894592285,1897,0,40,3,1,1,0,0,1,1,1,1,1,1
317,0,1,8.20220851898193,3649,0,500,4,1,0,1,1,1,1,1,0,0,0
320,0,1,6.98471641540527,1080,0,90,3,1,1,0,0,1,0,0,1,0,0
320,0,2,7.09007692337036,1200,0,90,4,1,1,0,0,1,0,0,1,0,0
324,0,1,5.54126358032227,255,0,21,1,1,0,0,0,1,0,0,0,0,1
324,0,2,5.54907608032227,257,0,21,1,1,0,0,0,1,0,0,0,0,1
